53061,1634
17031,20443
06059,13565
04013,31142
06037,64184
06085,7175
25025,2016
06075,3332
55025,1417
06073,10805
48029,11086
31055,3529
06023,145
06067,7275
06095,2066
53063,1984
49035,5325
06041,1389
06055,622
06097,2701
41067,1158
53033,4776
06001,6823
12057,10683
12081,3045
06061,1226
06081,2759
13121,9206
25021,1022
33009,8
53071,381
06013,6152
37183,4209
34003,1198
36119,1015
48157,7795
53007,787
08035,479
08059,1145
12113,2328
24031,2793
25017,1945
32003,22953
32031,2320
36059,1440
47187,1407
48201,36734
04021,2239
06113,939
08031,2139
08037,276
08041,1929
12011,25144
12071,4561
13233,600
15003,4430
18097,4274
21067,2353
27123,2603
34007,1049
36087,306
37037,280
40143,5509
42045,1964
42127,21
45019,3289
45055,438
49011,1074
49053,685
53011,810
53031,15
53053,2591
06019,11123
06039,1809
06065,17251
06087,757
11001,2005
12015,957
12091,1817
12127,3210
13067,6721
13135,8687
20091,3009
25003,49
29189,8097
33015,185
36091,163
41029,397
41035,59
42091,1385
50003,15
51059,2453
53037,143
09001,1270
13057,1995
18063,554
19103,719
21097,33
21111,5535
24025,813
25027,1008
27019,412
34031,939
36103,1835
36111,217
41019,77
41047,1187
45083,1433
47037,6721
47157,8775
53035,471
04019,6456
06089,263
08005,1563
08069,607
13089,5528
13113,692
13115,1045
18113,183
19155,535
22051,3194
24033,4227
34017,728
34025,849
34039,607
39035,3759
42089,154
48085,4773
51810,2700
55093,125
06077,6183
06111,3613
08051,69
12001,2110
12021,2952
12089,618
12101,2433
12103,5161
13049,305
17089,2154
17111,983
18001,93
18011,223
22071,1548
25009,1591
26125,3241
26163,4103
27003,1489
34005,769
41051,1860
42101,4062
46005,38
46023,17
46035,33
46099,968
47163,816
48113,26621
48339,2621
48439,15792
49057,940
51107,946
53057,253
53073,246
05069,792
06099,6136
08097,30
10003,1506
12086,58869
12109,1467
13015,975
13177,173
13185,991
17097,2729
18067,328
18081,438
18141,1578
22017,1858
24005,4435
27109,459
28035,735
34023,863
35001,1497
35049,292
35053,9
36055,805
38101,262
39151,697
41017,270
41043,149
41053,175
41059,1028
42017,1049
45057,694
46009,25
48183,688
50007,75
51013,594
53029,46
53067,390
55039,410
55133,2598
56033,73
02020,1584
05119,2513
06107,5514
08001,1830
09005,115
12019,1401
12031,7475
12099,12881
12115,2413
12117,2102
19027,138
20209,1724
21173,81
23001,77
26065,353
26081,1413
26117,47
26147,204
26161,579
27037,1997
27053,6193
27145,405
29077,1574
31025,105
32510,141
34013,902
34027,383
36001,324
36025,16
36027,366
36043,78
36071,368
37025,901
37067,1447
37101,1099
37119,5933
37133,716
39155,474
41005,588
42095,381
42103,16
47093,3278
51510,620
51085,205
51095,230
51147,224
51153,2013
53013,3
53027,101
53077,1667
01051,655
01073,5542
01083,614
01101,2164
01125,1663
06069,424
08019,7
08101,254
08107,38
08117,38
08123,588
12095,9838
12097,3994
13129,692
13151,1705
16001,4027
19085,59
20015,226
22089,480
22103,1806
22109,1112
23005,184
24003,1819
24017,591
26017,256
26029,19
26089,24
26099,3090
27171,408
28029,229
28083,505
28109,281
29083,58
30031,354
30049,103
30093,79
30111,1017
34029,851
