53061,6752
17031,120567
06059,45308
04013,131685
06037,229054
06085,15496
25025,22694
06075,8794
55025,5050
06073,35975
48029,44653
31055,12614
06023,345
06067,15245
06095,5053
53063,4949
49035,22579
06041,5879
06055,1308
06097,4942
41067,3477
53033,18437
06001,16487
12057,35574
12081,10123
06061,2705
06081,7535
13121,23375
25021,10843
33009,107
53071,693
06013,12362
37183,13522
34003,21560
36119,36650
48157,14034
53007,1606
08035,1889
08059,4540
12113,4418
24031,19424
25017,27029
32003,56010
32031,6652
36059,44205
47187,4055
48201,96658
04021,9149
06113,2164
08031,10789
08037,1160
08041,5748
12011,68891
12071,17955
13233,1039
15003,5547
18097,17502
21067,4911
27123,8493
34007,8992
36087,14118
37037,1404
40143,12253
42045,10011
42127,169
45019,13257
45055,1504
49011,3542
49053,2692
53011,2387
53031,65
53053,7062
06019,22535
06039,3339
06065,49482
06087,1605
11001,13534
12015,2493
12091,3920
12127,8867
13067,15687
13135,22786
20091,7167
25003,675
29189,17721
33015,1747
36091,813
41029,654
41035,221
42091,10667
50003,95
51059,17531
53037,447
09001,18434
13057,4262
18063,2152
19103,2395
21097,138
21111,11054
24025,2288
25027,13941
27019,1014
34031,18291
36103,44456
36111,2126
41019,169
41047,3425
45083,4685
47037,25144
47157,26030
53035,894
04019,20446
06089,531
08005,7760
08069,1765
13089,15731
13113,1394
13115,1950
18113,766
19155,1496
22051,16006
24033,25645
34017,20184
34025,10669
34039,17133
39035,14774
42089,1688
48085,10521
51810,5668
55093,261
06077,15778
06111,9744
08051,285
12001,4919
12021,11201
12089,1456
12101,7693
12103,19352
13049,512
17089,10702
17111,3591
18001,157
18011,795
22071,11134
25009,18406
26125,16885
26163,29647
27003,4279
34005,6300
41051,5543
42101,32936
46005,612
46023,115
46035,106
46099,4875
47163,1273
48113,70060
48339,7915
48439,39328
49057,3062
51107,5684
53057,965
53073,1053
05069,1861
06099,13120
08097,192
10003,7737
12086,151213
12109,4137
13015,2189
13177,630
13185,3335
17097,13808
18067,1022
18081,1946
18141,4194
22017,7112
24005,14608
27109,1907
28035,2002
34023,18454
35001,5502
35049,749
35053,76
36055,5298
38101,381
39151,2109
41017,657
41043,353
41053,387
41059,2528
42017,7562
45057,1517
46009,38
48183,1865
50007,770
51013,3357
53029,267
53067,909
55039,868
55133,5138
56033,113
02020,2760
05119,6436
06107,13117
08001,7078
09005,1645
12019,3650
12031,25454
12099,40385
12115,6980
12117,7735
19027,286
20209,5661
21173,170
23001,590
26065,1661
26081,7905
26117,209
26147,876
26161,3249
27037,5191
27053,21466
27145,3071
29077,2466
31025,230
32510,401
34013,20322
34027,7546
36001,2693
36025,109
36027,4753
36043,289
36071,11343
37025,2929
37067,5790
37101,3589
37119,24008
37133,1334
39155,1684
41005,1769
42095,4050
42103,533
47093,5910
51510,3238
51085,736
51095,694
51147,466
51153,10278
53013,13
53027,167
53077,11422
01051,2008
01073,14942
01083,1554
01101,7561
01125,4971
06069,918
08019,31
08101,789
08107,131
08117,349
08123,3896
12095,34537
12097,10681
13129,1415
13151,4006
16001,10450
19085,132
20015,370
22089,1568
22103,5760
22109,3285
23005,2158
24003,7932
24017,2252
26017,749
26029,63
26089,80
26099,11916
27171,1060
28029,1012
28083,1186
28109,672
29083,101
30031,1027
30049,191
30093,110
30111,1773
34029,10975
36093,1172
37191,2660
40109,12515
42029,5439
42041,1437
42125,968
46087,39
47065,7312
47089,682
47149,7363
48027,4501
48141,19316
48167,10308
48423,3371
48453,25559
51660,1124
53025,2098
55079,23032
55101,3794
55117,917
56013,569
01003,4115
04009,664
06079,2665
08013,2201
08077,375
09003,13002
09009,13442
13077,1944
15007,56
16013,593
16081,120
17035,103
17043,13686
17167,1621
17163,5205
17203,235
18091,1092
18179,205
19049,2080
20059,245
21017,110
21179,307
22015,2520
22057,3073
22095,1484
24013,1641
25001,1817
25005,9564
26115,1136
27129,71
30063,400
34021,8297
35043,1181
36007,1227
36107,204
36109,244
37019,1348
37049,867
37085,1488
39013,671
39017,3374
39049,20316
39093,1976
39153,3980
39157,822
40065,560
42003,9817
45013,4526
45063,5433
47013,292
48039,8514
48209,5250
49043,792
50023,60
50027,75
51041,4815
51177,1691
53039,160
55139,1335
01081,3226
01117,3894
05051,1276
05125,1352
06071,43943
06083,7653
08045,813
12003,1111
12017,1949
13059,2416
13063,5914
13095,2869
13217,2127
15009,269
17027,574
17195,440
17201,4018
18057,3430
19005,165
19153,11578
21049,220
22087,1169
23015,35
24510,13913
24027,4198
25013,7787
25023,9440
26139,1979
27161,207
27163,2568
28049,6222
33011,3972
36029,9413
36039,305
36057,193
36079,1473
37189,376
37195,1645
39095,5981
39103,1052
40027,3510
40071,286
40119,893
41071,568
42077,5119
42079,3678
45007,2852
45045,11523
45051,9080
48121,8950
49049,9949
53041,293
53043,31
02090,578
05023,242
05025,127
05041,218
05079,1371
06057,404
12033,10752
12069,6004
13117,2754
13139,6916
13223,2016
13285,2483
17143,2142
17197,10614
18005,999
18043,971
22005,3175
24021,3328
24041,436
27009,350
27013,1047
28045,450
28095,965
29037,992
33003,99
34019,1244
34035,5415
36003,84
36067,3756
36069,378
37063,6582
39055,588
40017,1409
41003,196
45039,612
47155,2126
48037,861
48321,852
49045,635
49051,609
50017,20
51179,1579
51199,423
55087,1507
55141,406
01089,6024
01115,1641
02130,56
04017,5500
06029,27658
06053,6964
10005,6235
12009,6889
12105,16158
13245,5553
13313,3805
15001,177
16065,208
18047,270
18089,8583
19001,42
19013,3492
20045,889
20057,2241
21143,34
22033,13226
22117,1383
23011,179
23017,59
23031,737
26075,2476
26137,148
27091,217
27103,404
28047,3012
28059,2720
29019,1845
29051,690
29095,4869
31107,47
31153,2639
34015,3552
34041,1392
35055,115
36019,141
36083,813
36105,1495
36121,121
37097,2159
37163,1545
38015,1673
38017,3250
39031,209
39037,516
39085,1225
39099,2741
40117,194
41039,647
42007,1496
45017,402
45079,9865
45091,3972
48041,4311
48139,3486
48303,6818
51540,584
51075,178
51087,4294
51830,141
53021,3940
53045,271
54037,318
55059,2856
56021,539
56029,156
01015,2276
01121,1522
02122,547
04005,3236
05011,243
05045,1468
05143,6582
06045,605
08125,63
09007,1426
10001,2529
12073,5807
12119,1704
12131,1562
13073,2912
13153,2374
16083,1583
17077,828
17091,2071
17093,1602
17099,1085
17119,3503
17189,87
17199,673
18019,1567
18041,355
18079,247
18095,1190
19183,316
19191,163
20103,1603
21073,416
21117,1603
21227,2918
23019,212
25011,419
27131,1116
28011,1333
28027,899
28033,4238
28089,2774
28111,281
29183,5086
29510,5816
31001,381
31111,248
33001,121
33013,483
34001,3679
36017,223
36031,106
36041,12
36045,144
36051,179
36113,315
36115,266
37071,3783
37081,6314
37093,809
37109,1001
37125,1171
37129,2827
38059,529
39005,162
39023,1312
39041,1483
39077,459
39109,974
42001,566
42011,5781
42069,1987
42133,3086
45061,604
47021,678
47147,1708
47165,3808
48285,661
48309,5642
48325,1064
48401,440
48479,10094
48485,1205
48491,7867
49003,422
49005,2017
51036,61
51760,3548
53005,4119
54055,272
55009,4739
55063,1016
55131,1435
56039,401
01017,957
01097,11626
01127,1771
04023,2735
04025,2235
05007,5046
05009,251
05019,201
05031,1621
05035,1554
05053,164
05055,570
05063,669
05111,387
05113,199
05115,1555
05129,45
05131,2622
05133,1109
05141,74
08025,73
08049,56
08087,703
09013,1083
09015,768
12053,2423
12061,2736
12063,2220
12085,4067
13021,4393
13099,395
13103,910
13127,2822
13175,1197
13225,490
13247,1569
18119,132
18157,1436
18177,793
19061,1891
19139,921
20021,199
20107,52
20127,16
20173,6386
21047,796
21059,896
21101,401
21199,439
21209,488
22007,628
22019,7235
22045,2648
22047,1318
22055,8103
22063,3236
22075,481
22093,745
22097,2976
22119,977
22121,771
24009,760
24045,1442
25015,1230
26037,442
26045,479
26049,3814
26093,1025
26111,369
27099,1148
27139,1819
28051,1003
28067,2057
28123,1072
28147,544
28157,253
28159,678
28163,926
30007,14
30029,469
30057,90
30085,34
31127,59
32007,719
34009,880
34037,1399
35047,61
36095,69
36117,275
39061,10437
39113,4908
39139,665
40039,270
40051,491
40083,265
40087,522
40147,733
42071,6428
42075,1665
42129,1716
45001,385
45035,3428
45081,510
47035,669
47045,809
47125,2277
47179,1541
47189,2604
48061,19001
48103,70
48123,776
48251,2379
48467,485
53009,177
54061,1040
54093,11
55007,40
55015,428
55021,310
55035,699
55089,853
55111,560
55127,1573
01043,1476
01071,1246
01075,273
01077,1340
01129,496
04027,12043
06005,221
06025,10366
08014,509
08093,43
08113,93
09011,1505
12087,1694
13045,2175
13051,6571
13085,564
13097,2992
13149,157
13171,307
13181,182
13201,188
13207,522
13215,5231
13219,494
13227,464
13243,299
13255,1079
13261,811
13273,309
13277,1422
13287,273
13321,482
16011,410
16027,6663
16055,2057
17001,705
17021,182
17113,1004
18003,4552
18053,868
18145,1018
18163,2320
18167,1018
20155,555
20161,577
21035,326
22025,338
22031,802
22079,3642
22105,3899
24047,754
27025,256
27027,819
27045,78
28001,706
28037,164
28053,326
28071,1152
28077,373
28081,1958
28093,876
28113,1069
28121,2635
28129,451
28139,489
29043,552
29069,440
29169,324
29201,535
31019,554
31109,3591
32023,460
33005,109
34011,3505
35013,2710
35031,4148
36021,561
36035,308
36037,290
36063,1566
36065,2242
37031,414
37057,2002
37069,965
37135,1808
37139,504
37147,2572
37159,2503
37167,1363
38069,22
38071,98
39007,592
39029,1755
39101,2974
39159,317
39165,2067
40049,253
41023,4
41061,407
42027,415
42049,1283
42055,1457
42105,22
45003,2224
45015,4589
45027,941
45031,1535
45041,3968
45075,2720
45077,2009
45085,2717
47001,816
47009,1677
47011,2276
47043,832
47059,685
47063,1559
47119,1519
47167,1301
48049,582
48067,222
48147,384
48219,236
48459,309
50001,77
50021,103
51001,1135
51073,187
51700,2111
51710,4164
51740,2085
53015,514
53055,30
53065,120
54035,188
54039,1194
55017,293
55031,235
55033,152
55045,235
55055,801
55073,720
55105,1671
55109,575
56005,161
56025,264
01093,709
04001,3301
04003,1798
06007,1555
06017,896
06093,123
06115,844
08015,308
08039,117
08053,3
08085,331
12005,5120
12055,1715
12083,7926
12107,1709
12111,6585
13009,1252
13187,522
17037,1060
18035,864
18039,5405
18059,761
18061,427
18103,300
18175,179
19065,120
19087,199
19113,2703
19169,1541
21005,101
21151,716
21215,149
22009,1196
22011,928
22013,401
22027,320
22039,995
22073,5308
22101,1711
23023,59
24011,477
24039,176
24043,1207
25019,37
26005,573
26015,200
26021,1561
26025,864
