53061,218
17031,5008
06059,882
04013,2776
06037,5491
06085,223
25025,1092
06075,74
55025,39
06073,652
48029,981
31055,150
06023,4
06067,234
06095,44
53063,123
49035,223
06041,84
06055,13
06097,70
41067,32
53033,729
06001,233
12057,519
12081,248
06061,30
06081,128
13121,486
25021,1004
33009,1
53071,6
06013,164
37183,188
34003,2031
36119,1449
48157,211
53007,13
08035,59
08059,234
12113,54
24031,814
25017,2038
32003,1027
32031,131
36059,2196
47187,27
48201,1978
04021,177
06113,47
08031,426
08037,9
08041,150
12011,1088
12071,398
13233,12
15003,38
18097,794
21067,53
27123,285
34007,584
36087,508
37037,56
40143,125
42045,770
42127,10
45019,226
45055,29
49011,21
49053,21
53011,54
53031,0
53053,169
06019,226
06039,49
06065,927
06087,7
11001,604
12015,107
12091,71
12127,177
13067,358
13135,302
20091,110
25003,46
29189,713
33015,99
36091,15
41029,2
41035,2
42091,861
50003,1
51059,539
53037,21
09001,1411
13057,69
18063,127
19103,24
21097,0
21111,275
24025,69
25027,1034
27019,4
34031,1246
36103,2001
36111,81
41019,2
41047,74
45083,127
47037,245
47157,360
53035,9
04019,551
06089,11
08005,364
08069,37
13089,272
13113,34
13115,21
18113,31
19155,31
22051,537
24033,777
34017,1510
34025,860
34039,1352
39035,552
42089,127
48085,107
51810,63
55093,4
06077,294
06111,102
08051,7
12001,31
12021,163
12089,15
12101,157
12103,595
13049,5
17089,307
17111,115
18001,3
18011,49
22071,569
25009,1210
26125,1146
26163,2854
27003,116
34005,482
41051,112
42101,1758
46005,9
46023,0
46035,2
46099,70
47163,22
48113,868
48339,110
48439,547
49057,28
51107,115
53057,24
53073,50
05069,43
06099,226
08097,2
10003,297
12086,2238
12109,51
13015,66
13177,23
13185,54
17097,455
18067,64
18081,128
18141,93
22017,306
24005,586
27109,24
28035,60
34023,1420
35001,148
35049,3
35053,6
36055,255
38101,1
39151,147
41017,11
41043,12
41053,13
41059,32
42017,584
45057,30
46009,0
48183,43
50007,39
51013,137
53029,15
53067,12
55039,8
55133,70
56033,1
02020,16
05119,91
06107,210
08001,189
09005,139
12019,70
12031,235
12099,1059
12115,180
12117,161
19027,2
20209,111
21173,1
23001,10
26065,36
26081,159
26117,3
26147,53
26161,124
27037,109
27053,865
27145,21
29077,22
31025,2
32510,8
34013,2112
34027,830
36001,120
36025,4
36027,153
36043,9
36071,409
37025,51
37067,66
37101,50
37119,278
37133,13
39155,114
41005,57
42095,296
42103,21
47093,53
51510,61
51085,33
51095,17
51147,11
51153,182
53013,1
53027,5
53077,246
01051,44
01073,287
01083,15
01101,158
01125,89
06069,7
08019,1
08101,34
08107,8
08117,4
08123,145
12095,360
12097,127
13129,25
13151,59
16001,109
19085,1
20015,2
22089,54
22103,226
22109,93
23005,70
24003,230
24017,93
26017,36
26029,2
26089,0
26099,963
27171,6
28029,30
28083,70
28109,45
29083,3
30031,3
30049,2
30093,0
30111,35
34029,1025
36093,41
37191,46
40109,142
42029,352
42041,71
42125,22
46087,1
47065,63
47089,5
47149,65
48027,52
48141,390
48167,130
48423,47
48453,353
51660,31
53025,14
55079,475
55101,85
55117,8
56013,13
01003,35
04009,22
06079,21
08013,79
08077,5
09003,1422
09009,1111
13077,26
15007,0
16013,6
16081,0
17035,3
17043,529
17167,38
17163,170
17203,3
18091,31
18179,2
19049,35
20059,2
21017,1
21179,2
22015,87
22057,107
22095,94
24013,119
25001,164
25005,649
26115,25
27129,5
30063,3
34021,624
35043,35
36007,80
36107,21
36109,0
37019,24
37049,24
37085,43
39013,26
39017,69
39049,551
39093,80
39153,231
39157,15
40065,7
42003,306
45013,64
45063,131
47013,2
48039,122
48209,48
49043,1
50023,2
50027,2
51041,76
51177,36
53039,3
55139,19
01081,51
01117,40
05051,23
05125,10
06071,629
06083,87
08045,4
12003,4
12017,46
13059,23
13063,119
13095,173
13217,52
15009,7
17027,17
17195,18
17201,144
18057,115
19005,4
19153,214
21049,8
22087,24
23015,1
24510,449
24027,117
25013,732
25023,732
26139,62
27161,1
27163,51
28049,132
33011,283
36029,604
36039,13
36057,6
36079,63
37189,0
37195,36
39095,337
39103,36
40027,63
40071,11
40119,4
41071,14
42077,342
42079,186
45007,90
45045,243
45051,177
48121,116
49049,42
53041,4
53043,1
02090,7
05023,5
05025,2
05041,4
05079,12
06057,3
12033,171
12069,93
13117,31
13139,115
13223,30
13285,78
17143,38
17197,354
18005,54
18043,57
22005,85
24021,123
24041,4
27009,3
27013,5
28045,18
28095,56
29037,16
33003,1
34019,124
34035,564
36003,2
36067,179
36069,28
37063,81
39055,46
40017,9
41003,6
45039,26
47155,11
48037,56
48321,37
49045,0
49051,4
50017,0
51179,10
51199,4
55087,17
55141,2
01089,44
01115,25
02130,0
04017,216
06029,238
06053,51
10005,194
12009,195
12105,404
13245,110
13313,43
15001,0
16065,0
18047,23
18089,308
19001,1
19013,69
20045,8
20057,10
21143,4
22033,395
22117,59
23011,11
23017,0
23031,14
26075,58
26137,11
27091,6
27103,14
28047,45
28059,54
29019,5
29051,3
29095,71
31107,0
31153,15
34015,220
34041,171
35055,2
36019,5
36083,41
36105,37
36121,5
37097,18
37163,19
38015,13
38017,76
39031,9
39037,31
39085,44
39099,262
40117,3
41039,5
42007,95
45017,16
45079,185
45091,39
48041,53
48139,54
48303,92
51540,14
51075,7
51087,188
51830,6
53021,56
53045,1
54037,4
55059,60
56021,4
56029,0
01015,25
01121,17
02122,1
04005,122
05011,4
05045,7
05143,53
06045,16
08125,0
09007,192
10001,109
12073,28
12119,46
12131,20
13073,36
13153,63
16083,34
17077,20
17091,71
17093,25
17099,39
17119,91
17189,1
17199,9
18019,58
18041,8
18079,14
18095,78
19183,10
19191,1
20103,9
21073,11
21117,41
21227,25
23019,5
25011,61
27131,8
28011,42
28027,14
28033,38
28089,79
28111,9
29183,105
29510,182
31001,11
31111,2
33001,4
33013,23
34001,252
36017,6
36031,1
36041,1
36045,1
36051,6
36113,30
36115,14
37071,60
37081,163
37093,12
37109,10
37125,21
37129,21
38059,4
39005,3
39023,19
39041,20
39077,6
39109,40
42001,23
42011,377
42069,213
42133,114
45061,30
47021,9
47147,25
47165,81
48285,28
48309,78
48325,33
48401,3
48479,219
48485,14
48491,113
49003,3
49005,6
51036,5
51760,43
53005,125
54055,20
55009,57
55063,1
55131,27
56039,1
01017,38
01097,246
01127,70
04023,55
04025,76
05007,44
05009,1
05019,3
05031,13
05035,27
05053,0
05055,3
05063,3
05111,4
05113,2
05115,14
05129,0
05131,27
05133,12
05141,2
08025,1
08049,1
08087,47
09013,65
09015,15
12053,69
12061,78
12063,64
12085,112
13021,95
13099,32
13103,12
13127,61
13175,27
13225,16
13247,28
18119,2
18157,14
18177,10
19061,35
19139,48
20021,1
20107,0
20127,0
20173,48
21047,11
21059,10
21101,4
21199,6
21209,0
22007,20
22019,166
22045,81
22047,52
22055,103
22063,60
22075,19
22093,33
22097,105
22119,19
22121,38
24009,28
24045,46
25015,133
26037,13
26045,8
26049,300
26093,30
26111,10
27099,3
27139,27
28051,50
28067,69
28123,21
28147,23
28157,14
28159,18
28163,18
30007,0
30029,3
30057,1
30085,1
